0,2,30,0,False,5,1.15254237288136,?
0,4,25,0,False,3,1.50847457627119,?
0,2,12,0,False,1,0.525423728813559,?
0,0,19,2,False,3,1.47457627118644,?
0,0,5,0,False,0,0.23728813559322,?
0,0,8,0,False,1,0.322033898305085,?
0,1,25,0,False,3,1.96610169491525,?
0,2,17,0,False,3,1.25423728813559,?
0.25,2,15,0,False,1,0.474576271186441,?
0,3,21,0,False,1,1.23728813559322,?
0,2,23,0,False,2,1.40677966101695,?
0,0,20,0,False,2,1.67796610169492,?
0,0,2,0,False,0,0.152542372881356,?
0,0,6,0,False,1,0.677966101694915,?
0,0,7,0,False,1,0.271186440677966,?
0.0769230769230769,0,23,0,False,5,1.8135593220339,?
